"","Combo","Count"
"1488","eliminate the",1
"1489","enforcement do",1
"1490","explode inside",1
"1491","facts and",1
"1492","few whites",1
"1493","first if",1
"1494","from a",1
"1495","goes on",1
"1496","goes to",1
"1497","has the",2
"1498","hypothetically there",1
"1499","i minutes",1
"1500","if a",1
"1501","if there",1
"1502","inside an",1
"1503","inside the",1
"1504","is it",1
"1505","isn it",1
"1506","it simple",1
"1507","it unlawful",1
"1508","killing spree",1
"1509","law enforcement",1
"1510","lets say",1
"1511","like this",2
"1512","man goes",1
"1513","men same",1
"1514","middle eastern",1
"1515","minutes remaining",1
"1516","money by",1
"1517","on facts",1
"1518","one of",2
"1519","only i",2
"1520","or any",1
"1521","or eliminate",1
"1522","or waste",1
"1523","other race",1
"1524","people first",1
"1525","politically right",1
"1526","possibilities by",1
"1527","profile them",1
"1528","race is",1
"1529","race isn",1
"1530","random check",1
"1531","reasons to",1
"1532","remaining it",1
"1533","same goes",1
"1534","say hypothetically",1
"1535","should we",1
"1536","simple and",1
"1537","situation like",1
"1538","smart to",1
"1539","so what",1
"1540","spree then",1
"1541","statistics and",1
"1542","statistics or",1
"1543","stay on",1
"1544","that threat",1
"1545","the bomb",1
"1546","the building",1
"1547","the code",1
"1548","the middle",1
"1549","them has",1
"1550","them if",1
"1551","then should",1
"1552","there are",2
"1553","there is",2
"1554","this conduct",1
"1555","threat comes",1
"1556","threat inside",1
"1557","time checking",1
"1558","to be",3
"1559","to believe",1
"1560","to blacks",1
"1561","to disarm",1
"1562","to profile",1
"1563","to stay",2
"1564","trying to",2
"1565","unlawful to",1
"1566","waste time",2
"1567","we waste",1
"1568","what would",1
"1569","white man",1
"1570","whites blacks",1
"1571","will explode",1
"1572","would law",1
"1573","tis all",1
"1574","ability to",1
"1575","about personal",1
"1576","and another",1
"1577","another opportunity",1
"1578","as we",1
"1579","chapter i",1
"1580","come join",1
"1581","control and",1
"1582","discussion on",1
"1583","february i",1
"1584","for discussion",1
"1585","free and",1
"1586","fun free",1
"1587","gathering is",1
"1588","i st",1
"1589","i we",2
"1590","is fun",1
"1591","join us",1
"1592","life the",1
"1593","meet new",1
"1594","new people",1
"1595","next tuesday",1
"1596","on chapter",1
"1597","ourselves as",1
"1598","personal will",1
"1599","self control",1
"1600","st for",1
"1601","stay true",1
"1602","talk about",1
"1603","the ability",1
"1604","the gathering",1
"1605","this life",1
"1606","through this",1
"1607","to meet",1
"1608","to ourselves",1
"1609","travel through",1
"1610","true to",1
"1611","tuesday february",1
"1612","us next",1
"1613","we travel",1
"1614","will self",1
"1615","will talk",1
"1616","anc had",1
"1617","and fitted",1
"1618","appeal its",1
"1619","approached the",1
"1620","court to",1
"1621","crime of",1
"1622","earlier approached",1
"1623","earlier ruling",1
"1624","fitted the",1
"1625","freedom song",1
"1626","gauteng high",1
"1627","grant us",1
"1628","had earlier",1
"1629","high court",1
"1630","its earlier",1
"1631","leave to",1
"1632","of incitement",1
"1633","ruling that",1
"1634","singing of",1
"1635","song was",1
"1636","south gauteng",1
"1637","the anc",1
"1638","the crime",1
"1639","the freedom",1
"1640","the singing",1
"1641","the south",2
"1642","to appeal",1
"1643","to grant",1
"1644","unconstitutional and",1
"1645","us leave",1
"1646","was unconstitutional",1
"1647","am i",1
"1648","i weeks",1
"1649","weeks pregnant",1
"1650","also know",1
"1651","also recieved",1
"1652","as xmas",1
"1653","attended the",1
"1654","authority that",1
"1655","company as",1
"1656","company particularly",1
"1657","companyfunded luncheon",1
"1658","companyfunded xmas",1
"1659","companyorganised secret",1
"1660","everyone in",1
"1661","gifts in",1
"1662","good authority",1
"1663","have it",1
"1664","i also",2
"1665","k from",1
"1666","luncheon they",1
"1667","of k",1
"1668","on good",1
"1669","particularly the",1
"1670","partook in",1
"1671","party where",1
"1672","recieved gifts",1
"1673","recieved vouchers",1
"1674","santa i",1
"1675","secret santa",1
"1676","strikers attended",1
"1677","strikers recieved",1
"1678","that everyone",1
"1679","the company",1
"1680","the companyfunded",2
"1681","the companyorganised",1
"1682","the strikers",2
"1683","the value",1
"1684","they also",1
"1685","they partook",1
"1686","this company",1
"1687","value of",1
"1688","vouchers to",1
"1689","where they",1
"1690","xmas gifts",1
"1691","xmas party",1
"1692","a more",2
"1693","also pondered",1
"1694","and im",1
"1695","and maintain",1
"1696","be helpful",1
"1697","blog type",1
"1698","blogrolls organized",1
"1699","but that",2
"1700","by blog",1
"1701","chronological blogrolls",1
"1702","codes but",1
"1703","color codes",1
"1704","create and",1
"1705","helpful to",1
"1706","im not",2
"1707","involves several",1
"1708","it would",1
"1709","like a",2
"1710","like the",1
"1711","maintain and",1
"1712","more permanent",1
"1713","not sure",1
"1714","of work",1
"1715","organized by",1
"1716","permanent solution",1
"1717","pondered a",1
"1718","seems like",1
"1719","several smaller",1
"1720","smaller chronological",1
"1721","solution that",1
"1722","sure it",1
"1723","that involves",1
"1724","that seems",1
"1725","the color",1
"1726","the reader",1
"1727","to create",1
"1728","type like",1
"1729","ve also",1
"1730","work to",1
"1731","i shays",1
"1732","scene i",1
"1733","shays apartment",1
"1734","a board",1
"1735","a filling",1
"1736","a little",1
"1737","and able",1
"1738","be thin",1
"1739","board they",1
"1740","by flattening",1
"1741","chicken fillets",1
"1742","fillets by",1
"1743","flattening out",1
"1744","little on",1
"1745","out a",1
"1746","prepare chicken",1
"1747","roll up",1
"1748","they need",1
"1749","thin and",1
"1750","to roll",1
"1751","with a",3
"1752","and conviction",1
"1753","and npr",1
"1754","and on",1
"1755","and reviews",1
"1756","appeared in",1
"1757","been featured",1
"1758","conviction has",1
"1759","featured in",1
"1760","fiction and",1
"1761","has appeared",1
"1762","her fiction",1
"1763","in many",1
"1764","including oprah",1
"1765","magazine she",1
"1766","magazines and",1
"1767","many magazines",1
"1768","new york",1
"1769","newsweek time",1
"1770","npr radio",1
"1771","oprah magazine",1
"1772","reviews including",1
"1773","she has",1
"1774","show and",1
"1775","the new",1
"1776","the today",1
"1777","time usa",1
"1778","times newsweek",1
"1779","today and",1
"1780","today show",1
"1781","usa today",1
"1782","york times",1
"1783","a sickening",1
"1784","sickening feeling",1
"1785","and lifted",1
"1786","armchair with",1
"1787","can do",1
"1788","carpet grasped",1
"1789","costume pricklewood",1
"1790","do you",2
"1791","down onto",1
"1792","feet of",1
"1793","got down",1
"1794","grasped the",1
"1795","ground how",1
"1796","humans do",1
"1797","i asked",1
"1798","i then",1
"1799","im the",1
"1800","it off",1
"1801","its no",1
"1802","know who",1
"1803","lifted it",1
"1804","many humans",1
"1805","mccoy i",1
"1806","my toes",1
"1807","no costume",1
"1808","off the",1
"1809","onto the",1
"1810","pricklewood im",1
"1811","real mccoy",1
"1812","the armchair",1
"1813","the carpet",1
"1814","the feet",1
"1815","the ground",1
"1816","the real",1
"1817","then got",1
"1818","toes and",1
"1819","who can",1
"1820","you know",1
"1821","and operations",1
"1822","any shortterm",1
"1823","be able",1
"1824","city might",1
"1825","comment on",1
"1826","couldn comment",1
"1827","ed switenky",1
"1828","engineering and",1
"1829","governor road",1
"1830","i in",1
"1831","improvements the",1
"1832","in light",1
"1833","last weeks",1
"1834","light of",1
"1835","make to",1
"1836","manager of",1
"1837","might be",1
"1838","of last",1
"1839","of traffic",1
"1840","on any",1
"1841","operations couldn",1
"1842","road i",1
"1843","shortterm improvements",1
"1844","switenky manager",1
"1845","the city",1
"1846","to governor",1
"1847","traffic engineering",1
"1848","weeks accident",1
"1849","a business",1
"1850","a buyer",1
"1851","a point",1
"1852","also come",1
"1853","at which",1
"1854","bad shape",1
"1855","bskyb find",1
"1856","bskyb movers",1
"1857","business there",1
"1858","buyer anyway",1
"1859","come a",1
"1860","crisis murdoch",1
"1861","dealer wind",1
"1862","doubt if",1
"1863","end there",1
"1864","faces bskyb",1
"1865","factors and",1
"1866","find murdoch",1
"1867","foregoing factors",1
"1868","have as",1
"1869","he must",1
"1870","himself simply",1
"1871","i very",1
"1872","if it",1
"1873","immediate crisis",1
"1874","in very",2
"1875","may also",1
"1876","movers know",1
"1877","much doubt",1
"1878","murdoch faces",1
"1879","murdoch himself",1
"1880","must do",1
"1881","point at",1
"1882","shape as",1
"1883","simply too",1
"1884","the foregoing",1
"1885","the immediate",1
"1886","there because",1
"1887","there may",1
"1888","this dealer",1
"1889","to have",2
"1890","too toxic",1
"1891","toxic to",1
"1892","very much",1
"1893","which bskyb",1
"1894","will end",1
"1895","wind up",1
"1896","a mess",1
"1897","a project",1
"1898","a wonderful",1
"1899","after working",1
"1900","clean up",1
"1901","craft space",1
"1902","everyone and",1
"1903","for this",2
"1904","fun hop",1
"1905","have a",5
"1906","hop have",1
"1907","hope to",1
"1908","i hope",1
"1909","im off",1
"1910","mess after",1
"1911","my craft",1
"1912","my projects",1
"1913","next time",1
"1914","off to",1
"1915","on my",2
"1916","or two",1
"1917","project or",1
"1918","projects for",1
"1919","share very",1
"1920","since its",1
"1921","soon until",1
"1922","space since",1
"1923","take care",1
"1924","this fun",1
"1925","time take",1
"1926","to clean",1
"1927","two to",1
"1928","until next",1
"1929","up my",1
"1930","very soon",1
"1931","week everyone",1
"1932","well im",1
"1933","wonderful week",1
"1934","working on",1
"1935","all members",1
"1936","almighty and",1
"1937","and devoutly",1
"1938","and everlasting",1
"1939","and ministry",1
"1940","and prayers",1
"1941","and sanctified",1
"1942","and savior",1
"1943","before you",1
"1944","body of",1
"1945","by whose",1
"1946","christ amen",1
"1947","church that",1
"1948","devoutly serve",1
"1949","everlasting god",1
"1950","faithful people",1
"1951","for all",1
"1952","god by",1
"1953","governed and",1
"1954","holy church",1
"1955","in their",1
"1956","is governed",1
"1957","jesus christ",1
"1958","lord and",1
"1959","may truly",1
"1960","members of",1
"1961","ministry they",1
"1962","of your",2
"1963","offer before",1
"1964","our lord",1
"1965","our supplications",1
"1966","people is",1
"1967","prayers which",1
"1968","receive our",1
"1969","sanctified receive",1
"1970","savior jesus",1
"1971","serve you",1
"1972","spirit the",1
"1973","supplications and",1
"1974","that in",1
"1975","the whole",1
"1976","their vocation",1
"1977","they may",1
"1978","through our",1
"1979","truly and",1
"1980","vocation and",1
"1981","we offer",1
"1982","which we",1
"1983","whole body",1
"1984","whose spirit",1
"1985","you for",1
"1986","you through",1
"1987","your faithful",1
"1988","your holy",1
"1989","a dog",1
"1990","allow your",1
"1991","already know",1
"1992","an early",1
"1993","and repeating",1
"1994","at night",3
"1995","complaining and",1
"1996","daughters to",1
"1997","day will",1
"1998","do not",1
"1999","dog as",1
"2000","early warning",1
"2001","even have",1
"2002","every day",1
"2003","everything we",1
"2004","gallivanting in",1
"2005","go gallivanting",1
"2006","good if",1
"2007","know every",1
"2008","no good",1
"2009","not even",1
"2010","or you",1
"2011","repeating everything",1
"2012","streets at",1
"2013","system or",1
"2014","the streets",1
"2015","to go",2
"2016","warning system",1
"2017","we already",1
"2018","you allow",1
"2019","you no",1
"2020","your daughters",1
"2021","cup tomato",1
"2022","i cup",1
"2023","tomato paste",1
"2024","a foot",1
"2025","address unfair",1
"2026","and decidedly",1
"2027","and even",1
"2028","and still",1
"2029","are outspoken",1
"2030","are people",1
"2031","ask someone",1
"2032","assertive honest",1
"2033","be assertive",1
"2034","call it",1
"2035","certainly are",1
"2036","conditions with",1
"2037","decidedly nonconfrontational",1
"2038","doesn mean",1
"2039","else its",1
"2040","employer or",1
"2041","even outspoken",1
"2042","everyone else",1
"2043","foot stool",1
"2044","have you",1
"2045","heard someone",1
"2046","honest and",1
"2047","is too",1
"2048","it quits",1
"2049","its just",1
"2050","just their",1
"2051","many times",3
"2052","mean there",1
"2053","nice person",1
"2054","nice to",3
"2055","nicer relative",1
"2056","nonconfrontational but",1
"2057","or too",1
"2058","outspoken and",2
"2059","people who",2
"2060","person there",1
"2061","personality you",1
"2062","quits too",1
"2063","relative to",1
"2064","say that",1
"2065","seat on",1
"2066","seeing that",1
"2067","someone say",1
"2068","someone to",1
"2069","sounds is",1
"2070","still be",1
"2071","stool there",1
"2072","stop using",1
"2073","subway as",1
"2074","tell the",1
"2075","that doesn",1
"2076","that seat",1
"2077","that sounds",1
"2078","that they",1
"2079","the person",1
"2080","the subway",1
"2081","their employer",1
"2082","their personality",1
"2083","there certainly",1
"2084","there nicer",1
"2085","there seeing",1
"2086","they want",1
"2087","times have",3
"2088","to address",1
"2089","to ask",1
"2090","to call",1
"2091","to everyone",2
"2092","to stop",1
"2093","too nice",3
"2094","unfair working",1
"2095","using that",1
"2096","very nice",2
"2097","want to",1
"2098","who are",1
"2099","with their",1
"2100","working conditions",1
"2101","you heard",1
"2102","a bash",1
"2103","a euphonium",1
"2104","a harmonium",1
"2105","a nose",1
"2106","a zither",1
"2107","bash on",1
"2108","but im",1
"2109","enough having",1
"2110","euphonium and",1
"2111","even thomas",1
"2112","finished mix",1
"2113","flute made",1
"2114","hard enough",1
"2115","harmonium in",1
"2116","harry partch",1
"2117","have things",1
"2118","having a",1
"2119","having said",1
"2120","hmmm in",1
"2121","i think",2
"2122","i wouldn",2
"2123","im no",1
"2124","in terms",1
"2125","instruments we",1
"2126","it to",1
"2127","life hard",1
"2128","made it",1
"2129","mind having",1
"2130","mix too",1
"2131","mother superior",1
"2132","no harry",1
"2133","nose flute",1
"2134","of traditional",1
"2135","on truax",1
"2136","or even",1
"2137","partch or",1
"2138","said that",1
"2139","terms of",1
"2140","that life",1
"2141","the finished",1
"2142","there and",1
"2143","things like",1
"2144","think a",1
"2145","thomas truax",1
"2146","to that",1
"2147","too but",1
"2148","traditional instruments",1
"2149","truax come",1
"2150","truax mother",1
"2151","wouldn mind",1
"2152","zither a",1
"2153","added to",1
"2154","be added",1
"2155","gallery wall",1
"2156","the gallery",1
"2157","i t",1
"2158","t ketchup",1
"2159","a chorus",1
"2160","a good",2
"2161","a male",1
"2162","a mothers",1
"2163","a nice",1
"2164","a relationship",1
"2165","aboutwell lovin",1
"2166","album he",1
"2167","also helps",1
"2168","an interesting",1
"2169","and bill",1
"2170","and bound",1
"2171","and chandler",2
"2172","and delivery",1
"2173","and funky",1
"2174","and joe",1
"2175","anything new",1
"2176","anything the",1
"2177","artie butler",1
"2178","as the",1
"2179","assistance to",1
"2180","back vibe",1
"2181","backing band",1
"2182","backing bandcheck",1
"2183","bad which",1
"2184","band consisting",1
"2185","band goes",1
"2186","band who",1
"2187","bandcheck behind",1
"2188","bass the",1
"2189","be trying",1
"2190","behind your",1
"2191","benefit of",1
"2192","better songs",1
"2193","bill salter",1
"2194","both loose",1
"2195","bound to",1
"2196","but will",1
"2197","butler on",1
"2198","by his",1
"2199","chandler is",1
"2200","chandler lyrics",1
"2201","chandler seems",1
"2202","chandler sounds",1
"2203","chandler unfortunate",1
"2204","channel sammy",1
"2205","chorus made",1
"2206","consisting of",1
"2207","cut warm",1
"2208","davis jr",1
"2209","delivery mesh",1
"2210","did on",1
"2211","doesn have",1
"2212","drums artie",1
"2213","earlier album",1
"2214","eclipsed by",1
"2215","ever sounding",1
"2216","eyes where",1
"2217","few toes",1
"2218","fly has",1
"2219","fool is",1
"2220","free jazzpsychedelic",1
"2221","funky without",1
"2222","gathered to",1
"2223","goes off",1
"2224","gone bad",1
"2225","good backing",1
"2226","groupie and",1
"2227","had gathered",1
"2228","has a",1
"2229","has some",1
"2230","have anything",1
"2231","help organization",1
"2232","helped produce",1
"2233","helps temper",1
"2234","here is",1
"2235","his backing",1
"2236","i piano",1
"2237","if anything",1
"2238","interesting number",1
"2239","is about",1
"2240","is an",1
"2241","is sometimes",1
"2242","is that",1
"2243","it if",1
"2244","jazzpsychedelic tangents",1
"2245","joe mack",1
"2246","laid back",1
"2247","loose and",1
"2248","lovin people",2
"2249","lyrics and",1
"2250","mack and",1
"2251","made up",1
"2252","male groupie",1
"2253","mesh well",1
"2254","more laid",1
"2255","more relaxed",1
"2256","more reservations",1
"2257","mothers help",1
"2258","naked fool",1
"2259","new to",1
"2260","nice free",1
"2261","nice soaring",1
"2262","no more",1
"2263","number about",1
"2264","number aboutwell",1
"2265","of pretty",1
"2266","off on",1
"2267","on bass",1
"2268","on drums",1
"2269","on it",1
"2270","on organ",1
"2271","on this",2
"2272","on which",1
"2273","one too",1
"2274","organ i",1
"2275","organization also",1
"2276","out no",1
"2277","overearnestness the",1
"2278","people he",1
"2279","people on",1
"2280","piano and",1
"2281","play both",1
"2282","poppy number",1
"2283","presence of",1
"2284","pretty purdie",1
"2285","problem here",1
"2286","produce a",1
"2287","provide assistance",1
"2288","purdie on",1
"2289","quality and",1
"2290","relationship gone",1
"2291","relaxed than",1
"2292","reservations is",1
"2293","salter on",1
"2294","sammy davis",1
"2295","say but",1
"2296","seems to",1
"2297","sloppy helped",1
"2298","soaring quality",1
"2299","sold out",1
"2300","some better",1
"2301","some nice",1
"2302","sometimes eclipsed",1
"2303","songs on",1
"2304","sounding sloppy",1
"2305","sounds more",1
"2306","spot of",1
"2307","such as",1
"2308","tangents while",1
"2309","tapping sold",1
"2310","temper chandler",1
"2311","tendency towards",1
"2312","than he",1
"2313","that chandler",1
"2314","the band",2
"2315","the benefit",1
"2316","the earlier",1
"2317","the lovin",1
"2318","the naked",1
"2319","the presence",1
"2320","the spot",1
"2321","the title",1
"2322","title cut",1
"2323","to a",2
"2324","to channel",1
"2325","to fly",1
"2326","to provide",1
"2327","toes tapping",1
"2328","too such",1
"2329","towards overearnestness",1
"2330","unfortunate tendency",1
"2331","up on",1
"2332","vibe and",1
"2333","warm poppy",1
"2334","well on",1
"2335","where the",1
"2336","which doesn",1
"2337","which the",1
"2338","while chandler",1
"2339","who had",1
"2340","who play",1
"2341","will have",2
"2342","without ever",1
"2343","your eyes",1
"2344","a kitten",1
"2345","about as",1
"2346","already seen",1
"2347","an opinion",1
"2348","an unhealthy",1
"2349","and enjoyed",2
"2350","and not",1
"2351","and unrealistic",1
"2352","as popular",1
"2353","as punching",1
"2354","because i",1
"2355","because it",1
"2356","book heroes",1
"2357","but in",1
"2358","comic book",1
"2359","did like",1
"2360","end the",1
"2361","enjoyed it",1
"2362","even the",1
"2363","expectations no",1
"2364","face but",1
"2365","fears proved",1
"2366","had already",1
"2367","heroes and",1
"2368","i know",1
"2369","i of",1
"2370","i really",1
"2371","it and",1
"2372","it even",1
"2373","it seems",1
"2374","kitten in",1
"2375","know had",1
"2376","like it",1
"2377","love of",1
"2378","no i",1
"2379","not because",1
"2380","of comic",1
"2381","of pfftshite",1
"2382","opinion of",1
"2383","people i",1
"2384","pfftshite would",1
"2385","popular as",1
"2386","prove about",1
"2387","proved unfounded",1
"2388","punching a",1
"2389","really did",1
"2390","seems the",1
"2391","seen it",1
"2392","the end",1
"2393","the face",2
"2394","the fears",1
"2395","the i",1
"2396","the wife",2
"2397","thus wading",1
"2398","to like",1
"2399","unfounded as",1
"2400","unhealthy love",1
"2401","unrealistic expectations",1
"2402","wading in",1
"2403","want going",1
"2404","was worried",2
"2405","wife thus",1
"2406","with an",1
"2407","worried because",1
"2408","worried i",1
"2409","would prove",1
"2410","a longterm",1
"2411","and guidelines",1
"2412","area planning",1
"2413","at investing",1
"2414","authority ura",1
"2415","commercial or",1
"2416","guidelines will",1
"2417","impact on",1
"2418","in residential",1
"2419","industrial property",1
"2420","investing in",1
"2421","longterm impact",1
"2422","looking at",1
"2423","on your",1
"2424","or industrial",1
"2425","planning and",1
"2426","property the",1
"2427","property values",1
"2428","redevelopment authority",1
"2429","residential commercial",1
"2430","the urban",1
"2431","ura area",1
"2432","urban redevelopment",1
"2433","whether your",1
"2434","your looking",1
"2435","your property",1
"2436","anything in",1
"2437","as it",1
"2438","began my",1
"2439","bobbed off",1
"2440","corridor pulling",1
"2441","frantic sprint",1
"2442","in its",1
"2443","it bobbed",1
"2444","its path",1
"2445","my frantic",1
"2446","my reluctant",1
"2447","of anything",1
"2448","off of",1
"2449","pulling my",1
"2450","reluctant suitcase",1
"2451","sprint down",1
"2452","suitcase as",1
"2453","the corridor",1
"2454","thus began",1
"2455","actress emma",1
"2456","alive list",1
"2457","and singer",1
"2458","artist esperanza",1
"2459","benefits star",1
"2460","emma stone",1
"2461","esperanza spalding",1
"2462","friends with",1
"2463","help actress",1
"2464","huntingtonwhiteley jazz",1
"2465","i sexiest",1
"2466","include modelturnedactress",1
"2467","jazz artist",1
"2468","kunis the",1
"2469","list include",1
"2470","magazines i",1
"2471","making the",1
"2472","mila kunis",1
"2473","modelturnedactress rosie",1
"2474","other stars",1
"2475","rosie huntingtonwhiteley",1
"2476","sexiest women",1
"2477","singer beyonce",1
"2478","spalding friends",1
"2479","star mila",1
"2480","stars making",1
"2481","stone and",1
"2482","the help",1
"2483","the magazines",1
"2484","with benefits",1
"2485","women alive",1
"2486","a beer",1
"2487","a cluster",1
"2488","a neglected",1
"2489","a rusting",1
"2490","a steep",1
"2491","across at",1
"2492","ah parga",1
"2493","along a",1
"2494","alongside a",1
"2495","an ancient",1
"2496","ancient turkish",1
"2497","and experiment",1
"2498","and restaurants",1
"2499","anyway we",1
"2500","at the",2
"2501","bays separated",1
"2502","beer and",1
"2503","boat for",1
"2504","but hey",1
"2505","but some",1
"2506","buy some",1
"2507","by an",1
"2508","capsized ferry",1
"2509","cluster of",1
"2510","community we",1
"2511","concluded it",1
"2512","cooking in",1
"2513","crack open",1
"2514","detour two",1
"2515","distance how",1
"2516","experiment with",1
"2517","far distance",1
"2518","fear we",1
"2519","ferry i",1
"2520","for fear",1
"2521","fort on",1
"2522","gangplank crack",1
"2523","got it",1
"2524","have we",2
"2525","hey pull",1
"2526","hill and",1
"2527","in paxos",1
"2528","it like",1
"2529","it wrong",1
"2530","itinerary anyway",1
"2531","just what",1
"2532","know unfortunately",1
"2533","leave the",1
"2534","lights in",1
"2535","lights was",1
"2536","like over",1
"2537","little community",1
"2538","looking across",1
"2539","mainland at",1
"2540","marina was",1
"2541","moored alongside",1
"2542","neglected rubbish",1
"2543","night seeing",1
"2544","not leave",1
"2545","not parga",1
"2546","not worth",1
"2547","now we",1
"2548","of souvenir",1
"2549","open a",1
"2550","other little",1
"2551","over there",1
"2552","parga but",1
"2553","parga how",1
"2554","parga was",1
"2555","paxos looking",1
"2556","place with",1
"2557","provisions took",1
"2558","pull up",1
"2559","resort bays",1
"2560","restaurants the",1
"2561","robbed but",1
"2562","rubbish strewn",1
"2563","rusting capsized",1
"2564","sat in",1
"2565","seeing twinkling",1
"2566","shops tavernas",1
"2567","some other",1
"2568","some provisions",1
"2569","souvenir shops",1
"2570","steep hill",1
"2571","strewn track",1
"2572","tavernas and",1
"2573","the boat",1
"2574","the detour",1
"2575","the far",1
"2576","the galley",1
"2577","the gangplank",1
"2578","the itinerary",1
"2579","the mainland",1
"2580","the marina",1
"2581","the place",1
"2582","the trudge",1
"2583","the twinkling",1
"2584","there well",1
"2585","thomas would",1
"2586","took us",1
"2587","track thomas",1
"2588","trudge to",1
"2589","turkish fort",1
"2590","twinkling lights",2
"2591","two resort",1
"2592","unfortunately the",1
"2593","unwelcoming i",1
"2594","up the",1
"2595","us along",1
"2596","was it",1
"2597","was not",2
"2598","was unwelcoming",1
"2599","we concluded",1
"2600","we moored",1
"2601","we sat",1
"2602","we were",1
"2603","we wondered",1
"2604","well now",1
"2605","were robbed",1
"2606","what was",2
"2607","with cooking",1
"2608","wondered just",1
"2609","worth the",1
"2610","would not",1
"2611","wrong parga",1
"2612","blakeman ingle",1
"2613","m blakeman",1
"2614","a half",1
"2615","a somewhat",1
"2616","about an",1
"2617","about our",1
"2618","after i",1
"2619","after studio",1
"2620","an hour",1
"2621","and stuff",1
"2622","and what",1
"2623","andrew and",1
"2624","at a",1
"2625","awake now",1
"2626","be getting",1
"2627","bed at",1
"2628","bed shortly",1
"2629","but dont",1
"2630","class tonight",1
"2631","decent time",1
"2632","despite going",1
"2633","dont worrying",1
"2634","each other",1
"2635","ended up",1
"2636","explains why",1
"2637","for about",1
"2638","for today",1
"2639","getting to",1
"2640","going on",2
"2641","half to",1
"2642","hour and",1
"2643","hours just",1
"2644","i napped",1
"2645","i shower",1
"2646","im still",1
"2647","it made",1
"2648","just about",1
"2649","last night",1
"2650","late last",1
"2651","like that",1
"2652","lives and",1
"2653","made me",1
"2654","me tired",1
"2655","napped after",1
"2656","nice talk",1
"2657","night despite",1
"2658","now but",1
"2659","on and",1
"2660","other for",1
"2661","our lives",1
"2662","really late",1
"2663","right after",1
"2664","shortly right",1
"2665","somewhat decent",1
"2666","still awake",1
"2667","studio class",1
"2668","stuff like",1
"2669","talk but",1
"2670","talking to",1
"2671","time we",1
"2672","tired for",1
"2673","to bed",2
"2674","to each",1
"2675","to two",1
"2676","today which",1
"2677","tonight andrew",1
"2678","two hours",1
"2679","up really",1
"2680","up talking",1
"2681","was going",1
"2682","we ended",1
"2683","were up",1
"2684","which explains",1
"2685","why im",1
"2686","worrying be",1
"2687","about the",1
"2688","changes going",1
"2689","custom textbooks",1
"2690","development of",1
"2691","education specifically",1
"2692","in education",1
"2693","of custom",1
"2694","on in",1
"2695","outsell spoke",1
"2696","specifically in",1
"2697","spoke to",1
"2698","the changes",1
"2699","the development",1
"2700","to us",1
"2701","us about",1
"2702","actually this",1
"2703","april i",1
"2704","based on",1
"2705","error the",1
"2706","final tally",1
"2707","headline was",1
"2708","i headline",1
"2709","i i",1
"2710","i lives",1
"2711","i survivors",1
"2712","in error",1
"2713","lives were",1
"2714","lost in",1
"2715","news and",1
"2716","on preliminary",1
"2717","preliminary news",1
"2718","shows that",1
"2719","sinking of",1
"2720","tally shows",1
"2721","the final",1
"2722","the sinking",1
"2723","the titanic",1
"2724","there were",1
"2725","this april",1
"2726","titanic and",1
"2727","was based",1
"2728","was in",1
"2729","were lost",1
"2730","were only",1
"2731","autumn rains",1
"2732","in righteousness",1
"2733","rains in",1
"2734","the autumn",1
"2735","am now",1
"2736","among smokers",1
"2737","and had",1
"2738","and socialised",1
"2739","anywhere near",1
"2740","around you",1
"2741","as ill",1
"2742","ban i",1
"2743","be anywhere",1
"2744","but you",1
"2745","consequences and",1
"2746","decision in",1
"2747","everyone around",1
"2748","evidence that",1
"2749","face of",1
"2750","get to",1
"2751","had i",1
"2752","harmful to",1
"2753","have little",1
"2754","i not",1
"2755","i you",1
"2756","ill as",1
"2757","im sorry",1
"2758","is in",1
"2759","its not",1
"2760","just seriously",1
"2761","life until",1
"2762","little sympathy",1
"2763","live with",1
"2764","lived worked",1
"2765","made that",1
"2766","my life",1
"2767","near as",1
"2768","not just",1
"2769","not lived",1
"2770","now so",1
"2771","of my",1
"2772","seriously harmful",1
"2773","short supply",1
"2774","smokers for",1
"2775","smokers i",1
"2776","so im",1
"2777","so sympathy",1
"2778","socialised among",1
"2779","sorry but",1
"2780","sympathy for",1
"2781","sympathy is",1
"2782","that decision",1
"2783","that its",1
"2784","the ban",1
"2785","the consequences",1
"2786","the evidence",1
"2787","to live",1
"2788","to you",1
"2789","until the",1
"2790","very short",1
"2791","worked and",1
"2792","wouldn be",1
"2793","you but",1
"2794","you get",1
"2795","you made",1
"2796","you so",1
"2797","and give",1
"2798","give up",1
"2799","ill wear",1
"2800","pajamas and",1
"2801","up pajahmas",1
"2802","wear pajamas",1
"2803","a big",2
"2804","and find",1
"2805","another soft",1
"2806","banished me",1
"2807","bed i",1
"2808","big grin",1
"2809","can read",1
"2810","chair in",1
"2811","chuckling out",1
"2812","drink and",1
"2813","easy chair",1
"2814","enough that",1
"2815","found myself",1
"2816","get another",1
"2817","get up",1
"2818","grin on",1
"2819","had a",1
"2820","i found",1
"2821","i get",1
"2822","in bed",1
"2823","living room",1
"2824","loud enough",1
"2825","me to",1
"2826","my face",1
"2827","myself chuckling",1
"2828","night can",1
"2829","one in",2
"2830","out loud",1
"2831","read this",1
"2832","room at",1
"2833","soft drink",1
"2834","the easy",1
"2835","the living",1
"2836","up to",1
"2837","wife banished",1
