"","Combo","Count"
"1308","to it a",1
"1309","to know that",1
"1310","to postpone my",1
"1311","to read considering",1
"1312","to read the",1
"1313","to relax and",1
"1314","to say its",1
"1315","tolkien and his",1
"1316","took a few",1
"1317","ve been working",1
"1318","ve made so",1
"1319","ve picked to",1
"1320","virginia woolf experience",1
"1321","was a month",1
"1322","week of april",1
"1323","weird to know",1
"1324","will see i",1
"1325","with my boyfriend",1
"1326","with the progress",1
"1327","woolf experience for",1
"1328","working for four",1
"1329","writing i am",1
"1330","years and thats",1
"1331","years is finally",1
"1332","you will see",1
"1333","a while and",1
"1334","after staring at",1
"1335","all of us",1
"1336","and all of",1
"1337","anything but after",1
"1338","at it for",1
"1339","but after staring",1
"1340","but it seemed",1
"1341","cake my sister",1
"1342","cheering he started",1
"1343","face in the",1
"1344","for a while",1
"1345","he started to",1
"1346","he was more",1
"1347","his face in",1
"1348","hoping howie would",1
"1349","howie would smash",1
"1350","i was hoping",1
"1351","in the cake",1
"1352","it for a",1
"1353","it seemed like",1
"1354","it than anything",1
"1355","like he was",1
"1356","made but it",1
"1357","more scared of",1
"1358","my sister made",1
"1359","of it than",1
"1360","of us cheering",1
"1361","scared of it",1
"1362","seemed like he",1
"1363","sister made but",1
"1364","smash his face",1
"1365","staring at it",1
"1366","started to dig",1
"1367","than anything but",1
"1368","the cake my",1
"1369","to dig in",1
"1370","us cheering he",1
"1371","was hoping howie",1
"1372","was more scared",1
"1373","while and all",1
"1374","would smash his",1
"1375","a powerful antioxidant",1
"1376","a radiant smooth",1
"1377","an antiinflammatory that",1
"1378","and discoloration imparts",1
"1379","and elasticity diminishes",1
"1380","and luminous appearance",1
"1381","and toning benefits",1
"1382","antiinflammatory that enhances",1
"1383","antioxidant that improves",1
"1384","antioxidant therapiesvitamin c",1
"1385","appearance of fine",1
"1386","benefits enhances facial",1
"1387","c ester i",1
"1388","contains dmae which",1
"1389","contours an antiinflammatory",1
"1390","diminishes the appearance",1
"1391","discoloration imparts a",1
"1392","dmae which provides",1
"1393","elasticity diminishes the",1
"1394","enhances facial contours",1
"1395","enhances the strength",1
"1396","ester i patented",1
"1397","facial contours an",1
"1398","fine lines wrinkles",1
"1399","firming and toning",1
"1400","firmness and elasticity",1
"1401","i patented a",1
"1402","imparts a radiant",1
"1403","improves firmness and",1
"1404","lines wrinkles and",1
"1405","of fine lines",1
"1406","of other antioxidant",1
"1407","other antioxidant therapiesvitamin",1
"1408","patented a powerful",1
"1409","powerful antioxidant that",1
"1410","provides firming and",1
"1411","radiant smooth and",1
"1412","smooth and luminous",1
"1413","strength of other",1
"1414","that enhances the",1
"1415","that improves firmness",1
"1416","the appearance of",1
"1417","the strength of",1
"1418","therapiesvitamin c ester",1
"1419","toning benefits enhances",1
"1420","which provides firming",1
"1421","wrinkles and discoloration",1
"1422","but to save",1
"1423","come to condemn",1
"1424","condemn the world",1
"1425","did not come",1
"1426","for i did",1
"1427","i did not",1
"1428","not come to",1
"1429","save the world",1
"1430","the world but",1
"1431","to condemn the",1
"1432","to save the",1
"1433","world but to",1
"1434","a corner of",1
"1435","a salesman tried",1
"1436","age i remember",1
"1437","and i haven",1
"1438","and i was",1
"1439","at home with",1
"1440","been trusting of",1
"1441","being at home",1
"1442","breaking into our",1
"1443","changed my mind",1
"1444","corner of the",1
"1445","curled up in",1
"1446","day when a",1
"1447","door in the",1
"1448","every door in",1
"1449","four years of",1
"1450","guy tried every",1
"1451","guy would leave",1
"1452","had one that",1
"1453","has changed my",1
"1454","have never been",1
"1455","haven had one",1
"1456","her and i",1
"1457","her sister when",1
"1458","hiding with the",1
"1459","home my mom",1
"1460","home with my",1
"1461","hoping the guy",1
"1462","house her and",1
"1463","i have never",1
"1464","i haven had",1
"1465","i remember being",1
"1466","i was curled",1
"1467","i was four",1
"1468","in a corner",1
"1469","in the house",1
"1470","into our home",1
"1471","it scarred me",1
"1472","kitchen hiding with",1
"1473","leave it scarred",1
"1474","me i have",1
"1475","mom one day",1
"1476","mom was on",1
"1477","my mom one",1
"1478","my mom was",1
"1479","never been trusting",1
"1480","of age i",1
"1481","of the kitchen",1
"1482","of them since",1
"1483","on the phone",1
"1484","one day when",1
"1485","one that has",1
"1486","our home my",1
"1487","phone hoping the",1
"1488","phone to her",1
"1489","remember being at",1
"1490","salesman tried breaking",1
"1491","scarred me i",1
"1492","since this and",1
"1493","sister when the",1
"1494","that has changed",1
"1495","the guy tried",1
"1496","the guy would",1
"1497","the house her",1
"1498","the kitchen hiding",1
"1499","the phone hoping",1
"1500","the phone to",1
"1501","them since this",1
"1502","this and i",1
"1503","to her sister",1
"1504","tried breaking into",1
"1505","tried every door",1
"1506","trusting of them",1
"1507","up in a",1
"1508","was curled up",1
"1509","was four years",1
"1510","was on the",2
"1511","when a salesman",1
"1512","when i was",1
"1513","when the guy",1
"1514","with my mom",1
"1515","with the phone",1
"1516","would leave it",1
"1517","years of age",1
"1518","a book is",1
"1519","a show about",1
"1520","a show that",1
"1521","about a book",1
"1522","always better than",1
"1523","better than craccc",1
"1524","book is always",1
"1525","i if its",1
"1526","if its a",1
"1527","is always better",1
"1528","its a show",1
"1529","kid wants a",1
"1530","point i if",1
"1531","show about a",1
"1532","show that your",1
"1533","that your kid",1
"1534","wants a show",1
"1535","your kid wants",1
"1536","a bomb threat",1
"1537","a certain race",1
"1538","a killing spree",1
"1539","a random check",1
"1540","a situation like",1
"1541","a white man",1
"1542","airport and there",1
"1543","an airport and",1
"1544","and asianmiddle eastern",1
"1545","and money by",1
"1546","and one of",1
"1547","and reasons to",1
"1548","and smart to",1
"1549","and statistics or",1
"1550","and there is",1
"1551","any other race",1
"1552","are few whites",1
"1553","are statistics and",1
"1554","asianmiddle eastern descents",1
"1555","be politically right",1
"1556","believe that threat",1
"1557","best possibilities by",1
"1558","black men same",1
"1559","blacks and asianmiddle",1
"1560","blacks or any",1
"1561","bomb so what",1
"1562","bomb threat inside",1
"1563","building there are",1
"1564","by checking the",1
"1565","by trying to",1
"1566","certain race is",1
"1567","check or eliminate",1
"1568","checking black men",1
"1569","checking the middle",1
"1570","code to disarm",1
"1571","comes from a",1
"1572","conduct a random",1
"1573","descents and one",1
"1574","disarm the bomb",1
"1575","do in a",1
"1576","eastern descents and",1
"1577","eastern people first",1
"1578","eliminate the best",1
"1579","enforcement do in",1
"1580","explode inside the",1
"1581","facts and statistics",1
"1582","few whites blacks",1
"1583","first if there",1
"1584","from a certain",1
"1585","goes on a",1
"1586","goes to blacks",1
"1587","has the code",1
"1588","hypothetically there is",1
"1589","i minutes remaining",1
"1590","if a white",1
"1591","if there are",1
"1592","in a situation",1
"1593","inside an airport",1
"1594","inside the building",1
"1595","is a bomb",1
"1596","is it unlawful",1
"1597","is only i",1
"1598","isn it simple",1
"1599","it simple and",1
"1600","it unlawful to",1
"1601","it will explode",1
"1602","killing spree then",1
"1603","law enforcement do",1
"1604","lets say hypothetically",1
"1605","like this conduct",1
"1606","man goes on",1
"1607","men same goes",1
"1608","middle eastern people",1
"1609","minutes remaining it",1
"1610","money by trying",1
"1611","of them has",1
"1612","on a killing",1
"1613","on facts and",1
"1614","one of them",1
"1615","only i minutes",1
"1616","or any other",1
"1617","or eliminate the",1
"1618","or waste time",1
"1619","other race isn",1
"1620","people first if",1
"1621","possibilities by checking",1
"1622","profile them if",1
"1623","race is it",1
"1624","race isn it",1
"1625","random check or",1
"1626","reasons to believe",1
"1627","remaining it will",1
"1628","same goes to",1
"1629","say hypothetically there",1
"1630","should we waste",1
"1631","simple and smart",1
"1632","situation like this",1
"1633","smart to stay",1
"1634","so what would",1
"1635","spree then should",1
"1636","statistics and reasons",1
"1637","statistics or waste",1
"1638","stay on facts",1
"1639","that threat comes",1
"1640","the best possibilities",1
"1641","the bomb so",1
"1642","the building there",1
"1643","the code to",1
"1644","the middle eastern",1
"1645","them has the",1
"1646","them if a",1
"1647","then should we",1
"1648","there are few",1
"1649","there are statistics",1
"1650","there is a",1
"1651","there is only",1
"1652","this conduct a",1
"1653","threat comes from",1
"1654","threat inside an",1
"1655","time and money",1
"1656","time checking black",1
"1657","to be politically",1
"1658","to believe that",1
"1659","to blacks or",1
"1660","to disarm the",1
"1661","to profile them",1
"1662","to stay on",1
"1663","trying to be",1
"1664","unlawful to profile",1
"1665","waste time and",1
"1666","waste time checking",1
"1667","we waste time",1
"1668","what would law",1
"1669","white man goes",1
"1670","whites blacks and",1
"1671","will explode inside",1
"1672","would law enforcement",1
"1673","tis all",1
"1674","tis all NA",1
"1675","ability to stay",1
"1676","about personal will",1
"1677","and another opportunity",1
"1678","and the ability",1
"1679","another opportunity to",1
"1680","as we travel",1
"1681","chapter i we",1
"1682","come join us",1
"1683","control and the",1
"1684","discussion on chapter",1
"1685","february i st",1
"1686","for discussion on",1
"1687","free and another",1
"1688","fun free and",1
"1689","gathering is fun",1
"1690","i st for",1
"1691","i we will",1
"1692","is fun free",1
"1693","join us next",1
"1694","life the gathering",1
"1695","meet new people",1
"1696","next tuesday february",1
"1697","on chapter i",1
"1698","opportunity to meet",1
"1699","ourselves as we",1
"1700","personal will self",1
"1701","self control and",1
"1702","st for discussion",1
"1703","stay true to",1
"1704","talk about personal",1
"1705","the ability to",1
"1706","the gathering is",1
"1707","this life the",1
"1708","through this life",1
"1709","to meet new",1
"1710","to ourselves as",1
"1711","to stay true",1
"1712","travel through this",1
"1713","true to ourselves",1
"1714","tuesday february i",1
"1715","us next tuesday",1
"1716","we travel through",1
"1717","we will talk",1
"1718","will self control",1
"1719","will talk about",1
"1720","anc had earlier",1
"1721","and fitted the",1
"1722","appeal its earlier",1
"1723","approached the south",1
"1724","court to grant",1
"1725","crime of incitement",1
"1726","earlier approached the",1
"1727","earlier ruling that",1
"1728","fitted the crime",1
"1729","freedom song was",1
"1730","gauteng high court",1
"1731","grant us leave",1
"1732","had earlier approached",1
"1733","high court to",1
"1734","its earlier ruling",1
"1735","leave to appeal",1
"1736","of the freedom",1
"1737","ruling that the",1
"1738","singing of the",1
"1739","song was unconstitutional",1
"1740","south gauteng high",1
"1741","that the singing",1
"1742","the anc had",1
"1743","the crime of",1
"1744","the freedom song",1
"1745","the singing of",1
"1746","the south gauteng",1
"1747","to appeal its",1
"1748","to grant us",1
"1749","unconstitutional and fitted",1
"1750","us leave to",1
"1751","was unconstitutional and",1
"1752","am i weeks",1
"1753","i am i",1
"1754","i weeks pregnant",1
"1755","also know that",1
"1756","also recieved vouchers",1
"1757","as xmas gifts",1
"1758","attended the companyfunded",1
"1759","authority that everyone",1
"1760","company as xmas",1
"1761","company particularly the",1
"1762","companyfunded luncheon they",1
"1763","companyfunded xmas party",1
"1764","companyorganised secret santa",1
"1765","everyone in this",1
"1766","from the company",1
"1767","gifts in the",1
"1768","good authority that",1
"1769","have it on",1
"1770","i also know",1
"1771","i have it",1
"1772","in the companyfunded",1
"1773","in the companyorganised",1
"1774","in this company",1
"1775","it on good",1
"1776","k from the",1
"1777","luncheon they also",1
"1778","of k from",1
"1779","on good authority",1
"1780","particularly the strikers",1
"1781","partook in the",1
"1782","party where they",1
"1783","recieved gifts in",1
"1784","recieved vouchers to",1
"1785","santa i also",1
"1786","secret santa i",1
"1787","strikers attended the",1
"1788","strikers recieved gifts",1
"1789","that everyone in",1
"1790","that the strikers",1
"1791","the company as",1
"1792","the companyfunded luncheon",1
"1793","the companyfunded xmas",1
"1794","the companyorganised secret",1
"1795","the strikers attended",1
"1796","the strikers recieved",1
"1797","the value of",1
"1798","they also recieved",1
"1799","they partook in",1
"1800","this company particularly",1
"1801","to the value",1
"1802","value of k",1
"1803","vouchers to the",1
"1804","where they partook",1
"1805","xmas party where",1
"1806","a more permanent",1
"1807","also pondered a",1
"1808","and im not",1
"1809","and maintain and",1
"1810","be helpful to",1
"1811","blog type like",1
"1812","blogrolls organized by",1
"1813","but that seems",1
"1814","by blog type",1
"1815","chronological blogrolls organized",1
"1816","codes but that",1
"1817","color codes but",1
"1818","create and maintain",1
"1819","helpful to the",1
"1820","im not sure",1
"1821","involves several smaller",1
"1822","it would be",1
"1823","like a lot",1
"1824","like the color",1
"1825","lot of work",1
"1826","maintain and im",1
"1827","more permanent solution",1
"1828","not sure it",1
"1829","of work to",1
"1830","organized by blog",1
"1831","permanent solution that",1
"1832","pondered a more",1
"1833","seems like a",1
"1834","several smaller chronological",1
"1835","smaller chronological blogrolls",1
"1836","solution that involves",1
"1837","sure it would",1
"1838","that involves several",1
"1839","that seems like",1
"1840","the color codes",1
"1841","to create and",1
"1842","to the reader",1
"1843","type like the",1
"1844","ve also pondered",1
"1845","work to create",1
"1846","would be helpful",1
"1847","i shays apartment",1
"1848","scene i shays",1
"1849","a board they",1
"1850","a little on",1
"1851","able to roll",1
"1852","and able to",1
"1853","be thin and",1
"1854","board they need",1
"1855","by flattening out",1
"1856","chicken fillets by",1
"1857","fillets by flattening",1
"1858","flattening out a",1
"1859","little on a",1
"1860","need to be",1
"1861","on a board",1
"1862","out a little",1
"1863","prepare chicken fillets",1
"1864","roll up with",1
"1865","they need to",1
"1866","thin and able",1
"1867","to be thin",1
"1868","to roll up",1
"1869","up with a",1
"1870","with a filling",1
"1871","and conviction has",1
"1872","and npr radio",1
"1873","and on the",1
"1874","and reviews including",1
"1875","appeared in many",1
"1876","been featured in",1
"1877","conviction has appeared",1
"1878","featured in the",1
"1879","fiction and conviction",1
"1880","has appeared in",1
"1881","has been featured",1
"1882","her fiction and",1
"1883","in many magazines",1
"1884","in the new",1
"1885","including oprah magazine",1
"1886","magazine she has",1
"1887","magazines and reviews",1
"1888","many magazines and",1
"1889","new york times",1
"1890","newsweek time usa",1
"1891","on the today",1
"1892","oprah magazine she",1
"1893","reviews including oprah",1
"1894","she has been",1
"1895","show and npr",1
"1896","the new york",1
"1897","the today show",1
"1898","time usa today",1
"1899","times newsweek time",1
"1900","today and on",1
"1901","today show and",1
"1902","usa today and",1
"1903","york times newsweek",1
"1904","a sickening feeling",1
"1905","its a sickening",1
"1906","and lifted it",1
"1907","armchair with my",1
"1908","can do that",1
"1909","carpet grasped the",1
"1910","costume pricklewood im",1
"1911","do that i",1
"1912","do you know",1
"1913","down onto the",1
"1914","feet of the",1
"1915","got down onto",1
"1916","grasped the feet",1
"1917","ground how many",1
"1918","how many humans",1
"1919","humans do you",1
"1920","i then got",1
"1921","im the real",1
"1922","it off the",1
"1923","its no costume",1
"1924","know who can",1
"1925","lifted it off",1
"1926","many humans do",1
"1927","mccoy i then",1
"1928","my toes and",1
"1929","no costume pricklewood",1
"1930","of the armchair",1
"1931","off the ground",1
"1932","onto the carpet",1
"1933","pricklewood im the",1
"1934","real mccoy i",1
"1935","that i asked",1
"1936","the armchair with",1
"1937","the carpet grasped",1
"1938","the feet of",1
"1939","the ground how",1
"1940","the real mccoy",1
"1941","then got down",1
"1942","toes and lifted",1
"1943","who can do",1
"1944","with my toes",1
"1945","you know who",1
"1946","able to make",1
"1947","and operations couldn",1
"1948","any shortterm improvements",1
"1949","be able to",1
"1950","city might be",1
"1951","comment on any",1
"1952","couldn comment on",1
"1953","ed switenky manager",1
"1954","engineering and operations",1
"1955","governor road i",1
"1956","i in light",1
"1957","improvements the city",1
"1958","in light of",1
"1959","last weeks accident",1
"1960","light of last",1
"1961","make to governor",1
"1962","manager of traffic",1
"1963","might be able",1
"1964","of last weeks",1
"1965","of traffic engineering",1
"1966","on any shortterm",1
"1967","operations couldn comment",1
"1968","road i in",1
"1969","shortterm improvements the",1
"1970","switenky manager of",1
"1971","the city might",1
"1972","to governor road",1
"1973","to make to",1
"1974","traffic engineering and",1
"1975","a business there",1
"1976","a buyer anyway",1
"1977","a point at",1
"1978","all the foregoing",1
"1979","also come a",1
"1980","and i very",1
"1981","and the immediate",1
"1982","as a business",1
"1983","as a buyer",1
"1984","at which bskyb",1
"1985","bad shape as",1
"1986","because of all",1
"1987","bskyb find murdoch",1
"1988","bskyb movers know",1
"1989","business there may",1
"1990","come a point",1
"1991","crisis murdoch faces",1
"1992","dealer wind up",1
"1993","do this dealer",1
"1994","doubt if it",1
"1995","end there because",1
"1996","faces bskyb movers",1
"1997","factors and the",1
"1998","find murdoch himself",1
"1999","foregoing factors and",1
"2000","have as a",1
"2001","he must do",1
"2002","himself simply too",1
"2003","i very much",1
"2004","if it will",1
"2005","immediate crisis murdoch",1
"2006","in very bad",1
"2007","it will end",1
"2008","know that he",1
"2009","may also come",1
"2010","movers know that",1
"2011","much doubt if",1
"2012","murdoch faces bskyb",1
"2013","murdoch himself simply",1
"2014","must do this",1
"2015","point at which",1
"2016","shape as a",1
"2017","simply too toxic",1
"2018","that he must",1
"2019","the foregoing factors",1
"2020","the immediate crisis",1
"2021","there because of",1
"2022","there may also",1
"2023","this dealer wind",1
"2024","to have as",1
"2025","too toxic to",1
"2026","toxic to have",1
"2027","up in very",1
"2028","very bad shape",1
"2029","very much doubt",1
"2030","which bskyb find",1
"2031","will end there",1
"2032","wind up in",1
"2033","a mess after",1
"2034","a project or",1
"2035","a wonderful week",1
"2036","after working on",1
"2037","and i hope",1
"2038","clean up my",1
"2039","craft space since",1
"2040","everyone and i",1
"2041","for this fun",1
"2042","fun hop have",1
"2043","have a project",1
"2044","have a wonderful",1
"2045","hop have a",1
"2046","hope to have",1
"2047","i hope to",1
"2048","im off to",1
"2049","its a mess",1
"2050","mess after working",1
"2051","my craft space",1
"2052","my projects for",1
"2053","next time take",1
"2054","off to clean",1
"2055","on my projects",1
"2056","or two to",1
"2057","project or two",1
"2058","projects for this",1
"2059","share very soon",1
"2060","since its a",1
"2061","soon until next",1
"2062","space since its",1
"2063","this fun hop",1
"2064","time take care",1
"2065","to clean up",1
"2066","to have a",1
"2067","to share very",1
"2068","two to share",1
"2069","until next time",1
"2070","up my craft",1
"2071","very soon until",1
"2072","week everyone and",1
"2073","well im off",1
"2074","wonderful week everyone",1
"2075","working on my",1
"2076","all members of",1
"2077","almighty and everlasting",1
"2078","and devoutly serve",1
"2079","and everlasting god",1
"2080","and ministry they",1
"2081","and prayers which",1
"2082","and sanctified receive",1
"2083","and savior jesus",1
"2084","before you for",1
"2085","body of your",1
"2086","by whose spirit",1
"2087","church that in",1
"2088","devoutly serve you",1
"2089","everlasting god by",1
"2090","faithful people is",1
"2091","for all members",1
"2092","god by whose",1
"2093","governed and sanctified",1
"2094","holy church that",1
"2095","in their vocation",1
"2096","is governed and",1
"2097","jesus christ amen",1
"2098","lord and savior",1
"2099","may truly and",1
"2100","members of your",1
"2101","ministry they may",1
"2102","of your faithful",1
"2103","of your holy",1
"2104","offer before you",1
"2105","our lord and",1
"2106","our supplications and",1
"2107","people is governed",1
"2108","prayers which we",1
"2109","receive our supplications",1
"2110","sanctified receive our",1
"2111","savior jesus christ",1
"2112","serve you through",1
"2113","spirit the whole",1
"2114","supplications and prayers",1
"2115","that in their",1
"2116","the whole body",1
"2117","their vocation and",1
"2118","they may truly",1
"2119","through our lord",1
"2120","truly and devoutly",1
"2121","vocation and ministry",1
"2122","we offer before",1
"2123","which we offer",1
"2124","whole body of",1
"2125","whose spirit the",1
"2126","you for all",1
"2127","you through our",1
"2128","your faithful people",1
"2129","your holy church",1
"2130","a dog as",1
"2131","allow your daughters",1
"2132","already know every",1
"2133","an early warning",1
"2134","and repeating everything",1
"2135","as an early",1
"2136","complaining and repeating",1
"2137","daughters to go",1
"2138","day will do",1
"2139","do not even",1
"2140","do you no",1
"2141","dog as an",1
"2142","early warning system",1
"2143","even have a",1
"2144","every day will",1
"2145","everything we already",1
"2146","gallivanting in the",1
"2147","go gallivanting in",1
"2148","good if you",1
"2149","have a dog",1
"2150","if you do",1
"2151","in the streets",1
"2152","know every day",1
"2153","no good if",1
"2154","not even have",1
"2155","or you allow",1
"2156","repeating everything we",1
"2157","streets at night",1
"2158","system or you",1
"2159","the streets at",1
"2160","to go gallivanting",1
"2161","warning system or",1
"2162","we already know",1
"2163","will do you",1
"2164","you allow your",1
"2165","you do not",1
"2166","you no good",1
"2167","your daughters to",1
"2168","cup tomato paste",1
"2169","i cup tomato",1
"2170","a foot stool",1
"2171","a very nice",2
"2172","address unfair working",1
"2173","and decidedly nonconfrontational",1
"2174","and even outspoken",1
"2175","and still be",1
"2176","are outspoken and",1
"2177","are people who",1
"2178","as a foot",1
"2179","ask someone to",1
"2180","assertive honest and",1
"2181","be a very",1
"2182","be assertive honest",1
"2183","but that doesn",1
"2184","call it quits",1
"2185","can be assertive",1
"2186","certainly are people",1
"2187","conditions with their",1
"2188","decidedly nonconfrontational but",1
"2189","doesn mean there",1
"2190","else its just",1
"2191","employer or too",1
"2192","even outspoken and",1
"2193","everyone else its",1
"2194","foot stool there",1
"2195","have you heard",1
"2196","heard someone say",1
"2197","honest and even",1
"2198","how many times",3
"2199","is too nice",1
"2200","it quits too",1
"2201","its just their",1
"2202","just their personality",1
"2203","many times have",3
"2204","mean there nicer",1
"2205","nice to address",1
"2206","nice to ask",1
"2207","nice to tell",1
"2208","nicer relative to",1
"2209","nonconfrontational but that",1
"2210","on the subway",1
"2211","or too nice",1
"2212","outspoken and decidedly",1
"2213","outspoken and still",1
"2214","people who are",1
"2215","person there seeing",1
"2216","personality you can",1
"2217","quits too nice",1
"2218","relative to everyone",1
"2219","say that sounds",1
"2220","seat on the",1
"2221","seeing that they",1
"2222","someone say that",1
"2223","someone to stop",1
"2224","sounds is too",1
"2225","still be a",1
"2226","stool there certainly",1
"2227","stop using that",1
"2228","subway as a",1
"2229","tell the person",1
"2230","that doesn mean",1
"2231","that seat on",1
"2232","that sounds is",1
"2233","that they want",1
"2234","the person there",1
"2235","the subway as",1
"2236","their employer or",1
"2237","their personality you",1
"2238","there certainly are",1
"2239","there nicer relative",1
"2240","there seeing that",1
"2241","they want to",1
"2242","times have you",1
"2243","to address unfair",1
"2244","to ask someone",1
"2245","to call it",1
"2246","to everyone else",1
"2247","to stop using",1
"2248","to tell the",1
"2249","too nice to",3
"2250","unfair working conditions",1
"2251","using that seat",1
"2252","very nice person",1
"2253","want to call",1
"2254","who are outspoken",1
"2255","with their employer",1
"2256","working conditions with",1
"2257","you can be",3
"2258","you heard someone",1
"2259","a bash on",1
"2260","a euphonium and",1
"2261","a harmonium in",1
"2262","a nose flute",1
"2263","a zither a",1
"2264","and a harmonium",1
"2265","and i think",1
"2266","bash on truax",1
"2267","but im no",1
"2268","come to that",1
"2269","enough having said",1
"2270","euphonium and a",1
"2271","even thomas truax",1
"2272","finished mix too",1
"2273","flute made it",1
"2274","hard enough having",1
"2275","harmonium in there",1
"2276","harry partch or",1
"2277","have things like",1
"2278","having a bash",1
"2279","having said that",1
"2280","hmmm in terms",1
"2281","i think a",1
"2282","i wouldn mind",1
"2283","im no harry",1
"2284","in terms of",1
"2285","in there and",1
"2286","instruments we have",1
"2287","it to the",1
"2288","life hard enough",1
"2289","like a zither",1
"2290","made it to",1
"2291","mind having a",1
"2292","mix too but",1
"2293","no harry partch",1
"2294","nose flute made",1
"2295","of traditional instruments",1
"2296","on truax mother",1
"2297","or even thomas",1
"2298","partch or even",1
"2299","said that i",1
"2300","terms of traditional",1
"2301","that i wouldn",1
"2302","that life hard",1
"2303","the finished mix",1
"2304","there and i",1
"2305","things like a",1
"2306","think a nose",1
"2307","thomas truax come",1
"2308","to that life",1
"2309","to the finished",1
"2310","too but im",1
"2311","traditional instruments we",1
"2312","truax come to",1
"2313","truax mother superior",1
"2314","we have things",1
"2315","wouldn mind having",1
"2316","zither a euphonium",1
"2317","added to the",1
"2318","be added to",1
"2319","could be added",1
"2320","the gallery wall",1
"2321","to the gallery",1
"2322","i t ketchup",1
"2323","a chorus made",1
"2324","a few toes",1
"2325","a good backing",1
"2326","a male groupie",1
"2327","a more laid",1
"2328","a mothers help",1
"2329","a nice soaring",1
"2330","a relationship gone",1
"2331","about a male",1
"2332","about a relationship",1
"2333","aboutwell lovin people",1
"2334","album he has",1
"2335","also helps temper",1
"2336","an interesting number",1
"2337","and bill salter",1
"2338","and bound to",1
"2339","and chandler lyrics",1
"2340","and chandler sounds",1
"2341","and delivery mesh",1
"2342","and funky without",1
"2343","and joe mack",1
"2344","anything new to",1
"2345","anything the problem",1
"2346","artie butler on",1
"2347","as the title",1
"2348","assistance to a",1
"2349","back vibe and",1
"2350","backing band consisting",1
"2351","backing bandcheck behind",1
"2352","bad which doesn",1
"2353","band consisting of",1
"2354","band goes off",1
"2355","band who play",1
"2356","bandcheck behind your",1
"2357","bass the band",1
"2358","be trying to",1
"2359","behind your eyes",1
"2360","benefit of a",1
"2361","better songs on",1
"2362","bill salter on",1
"2363","both loose and",1
"2364","bound to fly",1
"2365","but will have",1
"2366","butler on organ",1
"2367","by his backing",1
"2368","chandler is sometimes",1
"2369","chandler lyrics and",1
"2370","chandler seems to",1
"2371","chandler sounds more",1
"2372","chandler unfortunate tendency",1
"2373","channel sammy davis",1
"2374","chorus made up",1
"2375","consisting of pretty",1
"2376","cut warm poppy",1
"2377","delivery mesh well",1
"2378","did on the",1
"2379","doesn have anything",1
"2380","drums artie butler",1
"2381","earlier album he",1
"2382","eclipsed by his",1
"2383","ever sounding sloppy",1
"2384","eyes where the",1
"2385","few toes tapping",1
"2386","fly has a",1
"2387","fool is about",1
"2388","free jazzpsychedelic tangents",1
"2389","funky without ever",1
"2390","gathered to provide",1
"2391","goes off on",1
"2392","gone bad which",1
"2393","good backing band",1
"2394","groupie and bound",1
"2395","had gathered to",1
"2396","has a nice",1
"2397","has some better",1
"2398","has the benefit",1
"2399","have a few",1
"2400","have anything new",1
"2401","he did on",1
"2402","he has some",1
"2403","he has the",1
"2404","help organization also",1
"2405","helped produce a",1
"2406","helps temper chandler",1
"2407","here is that",1
"2408","his backing bandcheck",1
"2409","i piano and",1
"2410","if anything the",1
"2411","interesting number about",1
"2412","is about a",1
"2413","is an interesting",1
"2414","is sometimes eclipsed",1
"2415","is that chandler",1
"2416","it if anything",1
"2417","jazzpsychedelic tangents while",1
"2418","joe mack and",1
"2419","laid back vibe",1
"2420","loose and funky",1
"2421","lovin people he",1
"2422","lovin people on",1
"2423","lyrics and delivery",1
"2424","mack and bill",1
"2425","made up on",1
"2426","male groupie and",1
"2427","mesh well on",1
"2428","more laid back",1
"2429","more relaxed than",1
"2430","more reservations is",1
"2431","mothers help organization",1
"2432","naked fool is",1
"2433","new to say",1
"2434","nice free jazzpsychedelic",1
"2435","nice soaring quality",1
"2436","no more reservations",1
"2437","number about a",1
"2438","number aboutwell lovin",1
"2439","of a chorus",1
"2440","of a good",1
"2441","of people who",1
"2442","of pretty purdie",1
"2443","off on some",1
"2444","on bass the",1
"2445","on drums artie",1
"2446","on it if",1
"2447","on organ i",1
"2448","on some nice",1
"2449","on the earlier",1
"2450","on the lovin",1
"2451","on the spot",1
"2452","on this one",2
"2453","on which the",1
"2454","one too such",1
"2455","organ i piano",1
"2456","organization also helps",1
"2457","out no more",1
"2458","overearnestness the naked",1
"2459","people he has",1
"2460","people on which",1
"2461","people who had",1
"2462","piano and joe",1
"2463","play both loose",1
"2464","poppy number aboutwell",1
"2465","presence of a",1
"2466","pretty purdie on",1
"2467","problem here is",1
"2468","produce a more",1
"2469","provide assistance to",1
"2470","purdie on drums",1
"2471","quality and chandler",1
"2472","relationship gone bad",1
"2473","relaxed than he",1
"2474","reservations is an",1
"2475","salter on bass",1
"2476","sammy davis jr",1
"2477","say but will",1
"2478","seems to be",1
"2479","sloppy helped produce",1
"2480","soaring quality and",1
"2481","sold out no",1
"2482","some better songs",1
"2483","some nice free",1
"2484","sometimes eclipsed by",1
"2485","songs on this",1
"2486","sounding sloppy helped",1
"2487","sounds more relaxed",1
"2488","spot of people",1
"2489","such as the",1
"2490","tangents while chandler",1
"2491","tapping sold out",1
"2492","temper chandler unfortunate",1
"2493","tendency towards overearnestness",1
"2494","than he did",1
